subject,grade,skillId,skillIdentifier,skillDesc,,,,
Latin,2,15259,2.LA.A.1,Minor Learning skill for Latin,,,,
Latin,3,15060,3.LA,Major Learning skill for Latin,,,,
Latin,3,15260,3.LA.A.1,Minor Learning skill for Latin,,,,
Latin,4,15061,4.LA,Major Learning skill for Latin,,,,
Latin,4,15261,4.LA.A.1,Minor Learning skill for Latin,,,,
Latin,5,15062,5.LA,Major Learning skill for Latin,,,,
Latin,5,15262,5.LA.A.1,Minor Learning skill for Latin,,,,
Latin,6,15063,6.LA,Major Learning skill for Latin,,,,
Latin,6,15263,6.LA.A.1,Minor Learning skill for Latin,,,,
Latin,7,15064,7.LA,Major Learning skill for Latin,,,,
Latin,7,15264,7.LA.A.1,Minor Learning skill for Latin,,,,
Latin,8,15065,8.LA,Major Learning skill for Latin,,,,
Latin,8,15265,8.LA.A.1,Minor Learning skill for Latin,,,,
Latin,9,15066,9.LA,Major Learning skill for Latin,,,,
Latin,9,15266,9.LA.A.1,Minor Learning skill for Latin,,,,
Latin,Kindergarten,15641,Pre-K.LA,Major Learning skill for Latin,,,,
Latin,Kindergarten,15701,Pre-K.LA.A.1,Minor Learning skill for Latin,,,,
Math - Common Core,1,15458,1.OA,Operations & Algebraic Thinking,,,,
Math - Common Core,1,15459,1.NBT,Number & Operations in Base Ten,,,,
Math - Common Core,1,15460,1.MD,Measurement & Data,,,,
Math - Common Core,1,15461,1.G,Geometry,,,,
Math - Common Core,1,15498,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions",,,,
Math - Common Core,1,15499,1.OA.A.2,Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20,,,,
Math - Common Core,1,15500,1.OA.B.3,Apply properties of operations as strategies to add and subtract,,,,
Math - Common Core,1,15501,1.OA.B.4,Understand subtraction as an unknown-addend problem.,,,,
Math - Common Core,1,15502,1.OA.C.5,Relate counting to addition and subtraction.,,,,
Math - Common Core,1,15503,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10.",,,,
Math - Common Core,1,15504,1.OA.D.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false.",,,,
Math - Common Core,1,15505,1.OA.D.8,Determine the unknown whole number in an addition or subtraction equation relating three whole numbers.,,,,
Math - Common Core,1,15506,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",,,,
Math - Common Core,1,15507,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,,,,
Math - Common Core,1,15508,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",,,,
Math - Common Core,1,15509,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used",,,,
Math - Common Core,1,15510,1.NBT.C.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.",,,,
Math - Common Core,1,15511,1.NBT.C.6,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",,,,
Math - Common Core,1,15512,1.MD.A.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,,,,
Math - Common Core,1,15513,1.MD.A.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps.",,,,
Math - Common Core,1,15514,1.MD.B.3,Tell and write time in hours and half-hours using analog and digital clocks.,,,,
Math - Common Core,1,15515,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",,,,
Math - Common Core,1,15516,1.G.A.1,Distinguish between defining attributes versus non-defining attributes; build and draw shapes to possess defining attributes.,,,,
Math - Common Core,1,15517,1.G.A.2,"Compose two-dimensional shapes or three-dimensional shapes to create a composite shape, and compose new shapes from the composite shape.",,,,
Math - Common Core,1,15518,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of.",,,,
Math - Common Core,1,15601,1.NBT.B.2.a,"10 can be thought of as a bundle of ten ones - called a \ten.\""""",,,,
Math - Common Core,1,15602,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",,,,
Math - Common Core,1,15603,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",,,,
Math - Common Core,2,15462,2.OA,Operations & Algebraic Thinking,,,,
Math - Common Core,2,15463,2.NBT,Number & Operations in Base Ten,,,,
Math - Common Core,2,15464,2.MD,Measurement & Data,,,,
Math - Common Core,2,15465,2.G,Geometry,,,,
Math - Common Core,2,15519,2.OA.A.1,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions.",,,,
Math - Common Core,2,15520,2.OA.B.2,"Fluently add and subtract within 20 using mental strategies. By end of Grade 2, know from memory all sums of two one-digit numbers.",,,,
Math - Common Core,2,15521,2.OA.C.3,Determine whether a group of objects (up to 20) has an odd or even number of members.,,,,
Math - Common Core,2,15522,2.OA.C.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.,,,,
Math - Common Core,2,15523,2.NBT.A.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones.",,,,
Math - Common Core,2,15524,2.NBT.A.2,"Count within 1000; skip-count by 5s, 10s, and 100s.",,,,
Math - Common Core,2,15525,2.NBT.A.3,"Read and write numbers to 1000 using base-ten numerals, number names, and expanded form.",,,,
Math - Common Core,2,15526,2.NBT.A.4,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.",,,,
Math - Common Core,2,15527,2.NBT.B.5,"Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.",,,,
Math - Common Core,2,15528,2.NBT.B.6,Add up to four two-digit numbers using strategies based on place value and properties of operations.,,,,
Math - Common Core,2,15529,2.NBT.B.7,"Add and subtract within 1000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method.",,,,
Math - Common Core,2,15530,2.NBT.B.8,"Mentally add 10 or 100 to a given number 100-900, and mentally subtract 10 or 100 from a given number 100-900.",,,,
Math - Common Core,2,15531,2.NBT.B.9,"Explain why addition and subtraction strategies work, using place value and the properties of operations.",,,,
Math - Common Core,2,15532,2.MD.A.1,"Measure the length of an object by selecting and using appropriate tools such as rulers, yardsticks, meter sticks, and measuring tapes.",,,,
Math - Common Core,2,15533,2.MD.A.2,"Measure the length of an object twice, using length units of different lengths for the two measurements; describe how the two measurements relate to the size of the unit chosen.",,,,
Math - Common Core,2,15534,2.MD.A.3,"Estimate lengths using units of inches, feet, centimeters, and meters.",,,,
Math - Common Core,2,15535,2.MD.A.4,"Measure to determine how much longer one object is than another, expressing the length difference in terms of a standard length unit.",,,,
Math - Common Core,2,15536,2.MD.B.5,Use addition and subtraction within 100 to solve word problems involving lengths that are given in the same units.,,,,
Math - Common Core,2,15537,2.MD.B.6,"Represent whole numbers as lengths from 0 on a number line diagram with equally spaced points corresponding to the numbers 0, 1, 2, ..., and represent whole-number sums and differences within 100 on a number line diagram.",,,,
Math - Common Core,2,15538,2.MD.C.7,"Tell and write time from analog and digital clocks to the nearest five minutes, using a.m. and p.m.",,,,
Math - Common Core,2,15539,2.MD.C.8,"Solve word problems involving dollar bills, quarters, dimes, nickels, and pennies, using $ and Â¢ symbols appropriately.",,,,
Math - Common Core,2,15540,2.MD.D.9,"Generate measurement data by measuring lengths of several objects to the nearest whole unit, or by making repeated measurements of the same object. Show the measurements by making a line plot, where the horizontal scale is marked off in whole-number units.",,,,
Math - Common Core,2,15541,2.MD.D.10,Draw a picture graph and a bar graph (with single-unit scale) to represent a data set with up to four categories.,,,,
Math - Common Core,2,15542,2.G.A.1,"Recognize and draw shapes having specified attributes, such as a given number of angles or a given number of equal faces.",,,,
Math - Common Core,2,15543,2.G.A.2,Partition a rectangle into rows and columns of same-size squares and count to find the total number of them.,,,,
Math - Common Core,2,15544,2.G.A.3,"Partition circles and rectangles into two, three, or four equal shares, describe the shares using the words halves, thirds, half of, a third of, etc., and describe the whole as two halves, three thirds, four fourths. ",,,,
Math - Common Core,2,15604,2.NBT.A.1.a,"100 can be thought of as a bundle of ten tens - called a \hundred.\""""",,,,
Math - Common Core,2,15605,2.NBT.A.1.b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones).",,,,
Math - Common Core,3,15466,3.OA,Operations & Algebraic Thinking,,,,
Math - Common Core,3,15467,3.NBT,Number & Operations in Base Ten,,,,
Math - Common Core,3,15468,3.NF,Number & Operations-Fractions,,,,
Math - Common Core,3,15469,3.MD,Measurement & Data,,,,
Math - Common Core,3,15470,3.G,Geometry,,,,
Math - Common Core,3,15545,3.OA.A.1,Interpret products of whole numbers.,,,,
Math - Common Core,3,15546,3.OA.A.2,Interpret whole-number quotients of whole numbers.,,,,
Math - Common Core,3,15547,3.OA.A.3,"Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities.",,,,
Math - Common Core,3,15548,3.OA.A.4,Determine the unknown whole number in a multiplication or division equation relating three whole numbers.,,,,
Math - Common Core,3,15549,3.OA.B.5,Apply properties of operations as strategies to multiply and divide.,,,,
Math - Common Core,3,15550,3.OA.B.6,Understand division as an unknown-factor problem.,,,,
Math - Common Core,3,15551,3.OA.C.7,"Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division or properties of operations",,,,
Math - Common Core,3,15552,3.OA.D.8,Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity.,,,,
Math - Common Core,3,15553,3.OA.D.9,"Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations.",,,,
Math - Common Core,3,15554,3.NBT.A.1,Use place value understanding to round whole numbers to the nearest 10 or 100.,,,,
Math - Common Core,3,15555,3.NBT.A.2,"Fluently add and subtract within 1000 using strategies and algorithms based on place value, properties of operations, and/or the relationship between addition and subtraction.",,,,
Math - Common Core,3,15556,3.NBT.A.3,Multiply one-digit whole numbers by multiples of 10 in the range 10-90 using strategies based on place value and properties of operations.,,,,
Math - Common Core,3,15557,3.NF.A.1,Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.,,,,
Math - Common Core,3,15558,3.NF.A.2,Understand a fraction as a number on the number line; represent fractions on a number line diagram,,,,
Math - Common Core,3,15559,3.NF.A.3,"Explain equivalence of fractions in special cases, and compare fractions by reasoning about their size.",,,,
Math - Common Core,3,15560,3.MD.A.1,Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes,,,,
Math - Common Core,3,15561,3.MD.A.2,"Measure and estimate liquid volumes and masses of objects using standard units of grams (g), kilograms (kg), and liters (l).",,,,
Math - Common Core,3,15562,3.MD.B.3,"Draw a scaled picture graph and a scaled bar graph to represent a data set with several categories. Solve one- and two-step \how many more\"" and \""how many less\"" problems using information presented in scaled bar graphs.""",,,,
Math - Common Core,3,15563,3.MD.B.4,"Generate measurement data by measuring lengths using rulers marked with halves and fourths of an inch. Show the data by making a line plot, where the horizontal scale is marked off in appropriate units- whole numbers, halves, or quarters.",,,,
Math - Common Core,3,15564,3.MD.C.5,Recognize area as an attribute of plane figures and understand concepts of area measurement,,,,
Math - Common Core,3,15565,3.MD.C.6,"Measure areas by counting unit squares (square cm, square m, square in, square ft, and improvised units).",,,,
Math - Common Core,3,15566,3.MD.C.7,Relate area to the operations of multiplication and addition.,,,,
Math - Common Core,3,15567,3.MD.D.8,"Solve real world and mathematical problems involving perimeters of polygons, including finding the perimeter given the side lengths, finding an unknown side length, and exhibiting rectangles with the same perimeter and different areas or with the same area and different perimeters.",,,,
Math - Common Core,3,15568,3.G.A.1,"Understand that shapes in different categories may share attributes, and that the shared attributes can define a larger category.",,,,
Math - Common Core,3,15569,3.G.A.2,Partition shapes into parts with equal areas. Express the area of each part as a unit fraction of the whole.,,,,
Math - Common Core,3,15606,3.NF.A.2.a,Represent a fraction 1/b on a number line diagram by defining the interval from 0 to 1 as the whole and partitioning it into b equal parts. Recognize that each part has size 1/b and that the endpoint of the part based at 0 locates the number 1/b on the number line.,,,,
Math - Common Core,3,15607,3.NF.A.2.b,Represent a fraction a/b on a number line diagram by marking off a lengths 1/b from 0. Recognize that the resulting interval has size a/b and that its endpoint locates the number a/b on the number line.,,,,
Math - Common Core,3,15608,3.NF.A.3.a,"Understand two fractions as equivalent (equal) if they are the same size, or the same point on a number line.",,,,
Math - Common Core,3,15609,3.NF.A.3.b,Recognize and generate simple equivalent fractions. Explain why the fractions are equivalent.,,,,
Math - Common Core,3,15610,3.NF.A.3.c,"Express whole numbers as fractions, and recognize fractions that are equivalent to whole numbers.",,,,
Math - Common Core,3,15611,3.NF.A.3.d,Compare two fractions with the same numerator or the same denominator by reasoning about their size.,,,,
Math - Common Core,3,15612,3.MD.C.5.a,"A square with side length 1 unit, called \a unit square"," and can be used to measure area.""",15564,,
Math - Common Core,3,15613,3.MD.C.5.b,A plane figure which can be covered without gaps or overlaps by n unit squares is said to have an area of n square units.,,,,
Math - Common Core,3,15614,3.MD.C.7.a,"Find the area of a rectangle with whole-number side lengths by tiling it, and show that the area is the same as would be found by multiplying the side lengths.",,,,
Math - Common Core,3,15615,3.MD.C.7.b,"Multiply side lengths to find areas of rectangles with whole-number side lengths in the context of solving real world and mathematical problems, and represent whole-number products as rectangular areas in mathematical reasoning.",,,,
Math - Common Core,3,15616,3.MD.C.7.c,Use tiling to show in a concrete case that the area of a rectangle with whole-number side lengths a and b + c is the sum of a &times; b and a &times; c. ,,,,
Math - Common Core,3,15617,3.MD.C.7.d,"Recognize area as additive. Find areas of rectilinear figures by decomposing them into non-overlapping rectangles and adding the areas of the non-overlapping parts, applying this technique to solve real world problems.",,,,
Math - Common Core,4,15471,4.OA,Operations & Algebraic Thinking,,,,
Math - Common Core,4,15472,4.NBT,Number & Operations in Base Ten,,,,
Math - Common Core,4,15473,4.NF,Number & Operations-Fractions,,,,
Math - Common Core,4,15474,4.MD,Measurement & Data,,,,
Math - Common Core,4,15475,4.G,Geometry,,,,
Math - Common Core,4,15570,4.OA.A.1,Interpret a multiplication equation as a comparison.,,,,
Math - Common Core,4,15571,4.OA.A.2,Multiply or divide to solve word problems involving multiplicative comparison.,,,,
Math - Common Core,4,15572,4.OA.A.3,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted.",,,,
Math - Common Core,4,15573,4.OA.B.4,Find all factor pairs for a whole number in the range 1-100. Recognize that a whole number is a multiple of each of its factors.,,,,
Math - Common Core,4,15574,4.OA.C.5,Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,,,,
Math - Common Core,4,15575,4.NBT.A.1,"Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right.",,,,
Math - Common Core,4,15576,4.NBT.A.2,"Read and write multi-digit whole numbers using base-ten numerals, number names, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons.",,,,
Math - Common Core,4,15577,4.NBT.A.3,Use place value understanding to round multi-digit whole numbers to any place.,,,,
Math - Common Core,4,15578,4.NBT.B.4,Fluently add and subtract multi-digit whole numbers using the standard algorithm.,,,,
Math - Common Core,4,15579,4.NBT.B.5,"Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. ",,,,
Math - Common Core,4,15580,4.NBT.B.6,"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division.",,,,
Math - Common Core,4,15581,4.NF.A.1,"Explain why a fraction a/b is equivalent to a fraction (n &times; a)/(n &times; b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size.",,,,
Math - Common Core,4,15582,4.NF.A.2,Compare two fractions with different numerators and different denominators.,,,,
Math - Common Core,4,15583,4.NF.B.3,Understand a fraction a/b with a > 1 as a sum of fractions 1/b.,,,,
Math - Common Core,4,15584,4.NF.B.4,Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.,,,,
Math - Common Core,4,15585,4.NF.C.5,"Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.",,,,
Math - Common Core,4,15586,4.NF.C.6,Use decimal notation for fractions with denominators 10 or 100.,,,,
Math - Common Core,4,15587,4.NF.C.7,Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole.,,,,
Math - Common Core,4,15588,4.MD.A.1,"Know relative sizes of measurement units within one system of units including km, m, cm; kg, g; lb, oz.; l, ml; hr, min, sec. Within a single system of measurement, express measurements in a larger unit in terms of a smaller unit.",,,,
Math - Common Core,4,15589,4.MD.A.2,"Use the four operations to solve word problems involving distances, intervals of time, liquid volumes, masses of objects, and money, including problems involving simple fractions or decimals, and problems that require expressing measurements given in a larger unit in terms of a smaller unit.",,,,
Math - Common Core,4,15590,4.MD.A.3,Apply the area and perimeter formulas for rectangles in real world and mathematical problems.,,,,
Math - Common Core,4,15591,4.MD.B.4,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8). Solve problems involving addition and subtraction of fractions by using information presented in line plots.",,,,
Math - Common Core,4,15592,4.MD.C.5,"Recognize angles as geometric shapes that are formed wherever two rays share a common endpoint, and understand concepts of angle measurement.",,,,
Math - Common Core,4,15593,4.MD.C.6,Measure angles in whole-number degrees using a protractor. Sketch angles of specified measure.,,,,
Math - Common Core,4,15594,4.MD.C.7,"Recognize angle measure as additive. When an angle is decomposed into non-overlapping parts, the angle measure of the whole is the sum of the angle measures of the parts. ",,,,
Math - Common Core,4,15595,4.G.A.1,"Draw points, lines, line segments, rays, angles (right, acute, obtuse), and perpendicular and parallel lines. Identify these in two-dimensional figures.",,,,
Math - Common Core,4,15596,4.G.A.2,"Classify two-dimensional figures based on the presence or absence of parallel or perpendicular lines, or the presence or absence of angles of a specified size. Recognize right triangles as a category, and identify right triangles.",,,,
Math - Common Core,4,15597,4.G.A.3,Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts. Identify line-symmetric figures and draw lines of symmetry.,,,,
Math - Common Core,4,15618,4.NF.B.3.a,Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.,,,,
Math - Common Core,4,15619,4.NF.B.3.b,"Decompose a fraction into a sum of fractions with the same denominator in more than one way, recording each decomposition by an equation.",,,,
Math - Common Core,4,15620,4.NF.B.3.c,Add and subtract mixed numbers with like denominators.,,,,
Math - Common Core,4,15621,4.NF.B.3.d,Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators.,,,,
Math - Common Core,4,15622,4.NF.B.4.a,Understand a fraction a/b as a multiple of 1/b.,,,,
Math - Common Core,4,15623,4.NF.B.4.b,"Understand a multiple of a/b as a multiple of 1/b, and use this understanding to multiply a fraction by a whole number",,,,
Math - Common Core,4,15624,4.NF.B.4.c,Solve word problems involving multiplication of a fraction by a whole number.,,,,
Math - Common Core,4,15625,4.MD.C.5.a,"An angle is measured with reference to a circle with its center at the common endpoint of the rays, by considering the fraction of the circular arc between the points where the two rays intersect the circle.",,,,
Math - Common Core,4,15626,4.MD.C.5.b,An angle that turns through n one-degree angles is said to have an angle measure of n degrees.,,,,
Math - Common Core,5,14759,5.OA,Operations & Algebraic Thinking,,,,
Math - Common Core,5,14760,5.OA.A.1,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",,,,
Math - Common Core,5,14761,5.OA.A.2,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them",,,,
Math - Common Core,5,14762,5.OA.B.3,Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms,,,,
Math - Common Core,5,14763,5.NBT,Number & Operations in Base Ten,,,,
Math - Common Core,5,14764,5.NBT.A.1,Recognize that in a multi-digit number a digit in one place represents 10 times as much as it represents in the place to its right and 1/10 of what it represents in the place to its left.,,,,
Math - Common Core,5,14765,5.NBT.A.2,"Explain patterns in the number of zeros of the product when multiplying a number by powers of 10, and explain patterns in the placement of the decimal point when a decimal is multiplied or divided by a power of 10.",,,,
Math - Common Core,5,14766,5.NBT.A.3,"Read, write, and compare decimals to thousandths.",,,,
Math - Common Core,5,14767,5.NBT.A.3.a,"Read and write decimals to thousandths using base-ten numerals, number names, and expanded form",,,,
Math - Common Core,5,14768,5.NBT.A.3.b,"Compare two decimals to thousandths based on meanings of the digits in each place, using less than, equals to, and less than symbols to record the results of comparisons.",,,,
Math - Common Core,5,14769,5.NBT.A.4,Use place value understanding to round decimals to any place.,,,,
Math - Common Core,5,14770,5.NBT.B.5,Fluently multiply multi-digit whole numbers using the standard algorithm.,,,,
Math - Common Core,5,14771,5.NBT.B.6,"Find whole-number quotients of whole numbers with up to four-digit dividends and two-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division.",,,,
Math - Common Core,5,14772,5.NBT.B.7,"Add, subtract, multiply, and divide decimals to hundredths, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",,,,
Math - Common Core,5,14773,5.NF,Number and Operations: Fractions,,,,
Math - Common Core,5,14774,5.NF.A.1,Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators.,,,,
Math - Common Core,5,14775,5.NF.A.2,"Solve word problems involving addition and subtraction of fractions referring to the same whole, including cases of unlike denominators",,,,
Math - Common Core,5,14776,5.NF.B.3,Interpret a fraction as division of the numerator by the denominator (a/b = a Ã· b).,,,,
Math - Common Core,5,14777,5.NF.B.4,Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,,,,
Math - Common Core,5,14778,5.NF.B.4.a,"Interpret the product (a/b) Ã— q as a parts of a partition of q into b equal parts; equivalently, as the result of a sequence of operations a Ã— q Ã· b.",,,,
Math - Common Core,5,14779,5.NF.B.4.b,"Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths, and show that the area is the same as would be found by multiplying the side lengths.",,,,
Math - Common Core,5,14780,5.NF.B.5,Interpret multiplication as scaling (resizing),,,,
Math - Common Core,5,14781,5.NF.B.5.a,"Comparing the size of a product to the size of one factor on the basis of the size of the other factor, without performing the indicated multiplication.",,,,
Math - Common Core,5,14782,5.NF.B.5.b,Explaining why multiplying a given number by a fraction greater than 1 results in a product greater than the given number,,,,
Math - Common Core,5,14783,5.NF.B.6,Solve real world problems involving multiplication of fractions and mixed numbers,,,,
Math - Common Core,5,14784,5.NF.B.7,Apply and extend previous understandings of division to divide unit fractions by whole numbers and whole numbers by unit fractions.,,,,
Math - Common Core,5,14785,5.NF.B.7.a,"Interpret division of a unit fraction by a non-zero whole number, and compute such quotients.",,,,
Math - Common Core,5,14786,5.NF.B.7.b,"Interpret division of a whole number by a unit fraction, and compute such quotients.",,,,
Math - Common Core,5,14787,5.NF.B.7.c,Solve real world problems involving division of unit fractions by non-zero whole numbers and division of whole numbers by unit fractions,,,,
Math - Common Core,5,14788,5.MD,Measurement and Data,,,,
Math - Common Core,5,14789,5.MD.A.1,Convert among different-sized standard measurement units within a given measurement system,,,,
Math - Common Core,5,14790,5.MD.B.2,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8).",,,,
Math - Common Core,5,14791,5.MD.C.3,Recognize volume as an attribute of solid figures and understand concepts of volume measurement.,,,,
Math - Common Core,5,14792,5.MD.C.3.a,"A cube with side length 1 unit, called a \unit cube"," and can be used to measure volume.""",14791,,
Math - Common Core,5,14793,5.MD.C.3.b,A solid figure which can be packed without gaps or overlaps using n unit cubes is said to have a volume of n cubic units.,,,,
Math - Common Core,5,14794,5.MD.C.4,"Measure volumes by counting unit cubes, using cubic cm, cubic in, cubic ft, and improvised units.",,,,
Math - Common Core,5,14795,5.MD.C.5,Relate volume to the operations of multiplication and addition and solve real world and mathematical problems involving volume.,,,,
Math - Common Core,5,14796,5.MD.C.5.a,"Find the volume of a right rectangular prism with whole-number side lengths by packing it with unit cubes, and show that the volume is the same as would be found by multiplying the edge lengths, equivalently by multiplying the height by the area of the base.",,,,
Math - Common Core,5,14797,5.MD.C.5.b,Apply the formulas V = l Ã— w Ã— h and V = b Ã— h for rectangular prisms to find volumes of right rectangular prisms with whole-number edge lengths in the context of solving real world and mathematical problems.,,,,
Math - Common Core,5,14798,5.MD.C.5.c,Recognize volume as additive.,,,,
Math - Common Core,5,15448,5.G,Geometry,,,,
Math - Common Core,5,15449,5.G.A.1,"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. ",,,,
Math - Common Core,5,15450,5.G.A.2,"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation.",,,,
Math - Common Core,5,15451,5.G.B.3,Understand that attributes belonging to a category of two-dimensional figures also belong to all subcategories of that category. ,,,,
Math - Common Core,5,15452,5.G.B.4,Classify two-dimensional figures in a hierarchy based on properties.,,,,
Math - Common Core,6,14799,6.RP,Ratios and Proportional Relationships,,,,
Math - Common Core,6,14800,6.RP.A.1,Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.,,,,
Math - Common Core,6,14801,6.RP.A.2,Understand the concept of a unit rate a/b associated with a ratio a:b .,,,,
Math - Common Core,6,14802,6.RP.A.3,Use ratio and rate reasoning to solve real-world and mathematical problems,,,,
Math - Common Core,6,14803,6.RP.A.3.a,"Make tables of equivalent ratios relating quantities with whole-number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane.",,,,
Math - Common Core,6,14804,6.RP.A.3.b,Solve unit rate problems including those involving unit pricing and constant speed.,,,,
Math - Common Core,6,14805,6.RP.A.3.c,Find a percent of a quantity as a rate per 100,,,,
Math - Common Core,6,14806,6.RP.A.3.d,Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities.,,,,
Math - Common Core,6,14807,6.NS,The Number System,,,,
Math - Common Core,6,14808,6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions",,,,
Math - Common Core,6,14809,6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,,,,
Math - Common Core,6,14810,6.NS.B.3,"Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation.",,,,
Math - Common Core,6,14811,6.NS.B.4,Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12,,,,
Math - Common Core,6,14812,6.NS.C.5,Understand that positive and negative numbers are used together to describe quantities having opposite directions or values,,,,
Math - Common Core,6,14813,6.NS.C.6,Understand a rational number as a point on the number line.,,,,
Math - Common Core,6,14814,6.NS.C.6.a,Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself,,,,
