subject,grade,skillId,skillIdentifier,keywords,keywords
ELA - Common Core," 9, 10",16536,W.9-10.5,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach focusing  addressing    significant   specific purpose  audience,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach focusing  addressing    significant   specific purpose  audience
ELA - Common Core," 9, 10",16537,W.9-10.6,use technology including  internet  produce publish  update individual  shared writing products taking advantage  technologys capacity  link   information   display information flexibly  dynamically,use technology including  internet  produce publish  update individual  shared writing products taking advantage  technologys capacity  link   information   display information flexibly  dynamically
ELA - Common Core," 9, 10",16580,W.9-10.7,conduct short  well   sustained research projects  answer  question including  selfgenerated question  solve  problem narrow  broaden  inquiry  appropriate synthesize multiple sources   subject demonstrating understanding   subject  investigation,conduct short  well   sustained research projects  answer  question including  selfgenerated question  solve  problem narrow  broaden  inquiry  appropriate synthesize multiple sources   subject demonstrating understanding   subject  investigation
ELA - Common Core," 9, 10",16581,W.9-10.8,gather relevant information  multiple authoritative print  digital sources using advanced searches effectively assess  usefulness   source  answering  research question integrate information   text selectively  maintain  flow  ideas avoiding plagiarism  following  standard format  citation,gather relevant information  multiple authoritative print  digital sources using advanced searches effectively assess  usefulness   source  answering  research question integrate information   text selectively  maintain  flow  ideas avoiding plagiarism  following  standard format  citation
ELA - Common Core," 9, 10",16582,W.9-10.9,draw evidence  literary  informational texts  support analysis reflection  research,draw evidence  literary  informational texts  support analysis reflection  research
ELA - Common Core," 9, 10",16583,W.9-10.9.a,apply grades 910 reading standards  literature,apply grades 910 reading standards  literature
ELA - Common Core," 9, 10",16584,W.9-10.9.b,apply grades 910 reading standards  literary nonfiction,apply grades 910 reading standards  literary nonfiction
ELA - Common Core," 9, 10",16606,W.9-10.10,write routinely  extended time frames time  research reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences,write routinely  extended time frames time  research reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences
ELA - Common Core," 9, 10",16637,WHST.9-10.1,write arguments focused  disciplinespecific content,write arguments focused  disciplinespecific content
ELA - Common Core," 9, 10",16638,WHST.9-10.1.a,introduce precise claims distinguish  claims  alternate  opposing claims  create  organization  establishes clear relationships among  claims counterclaims reasons  evidence,introduce precise claims distinguish  claims  alternate  opposing claims  create  organization  establishes clear relationships among  claims counterclaims reasons  evidence
ELA - Common Core," 9, 10",16639,WHST.9-10.1.b,develop claims  counterclaims fairly supplying data  evidence    pointing   strengths  limitations   claims  counterclaims   disciplineappropriate form    manner  anticipates  audiences knowledge level  concerns,develop claims  counterclaims fairly supplying data  evidence    pointing   strengths  limitations   claims  counterclaims   disciplineappropriate form    manner  anticipates  audiences knowledge level  concerns
ELA - Common Core," 9, 10",16640,WHST.9-10.1.c,use words phrases  clauses  link  major sections   text create cohesion  clarify  relationships  claims  reasons  reasons  evidence   claims  counterclaims,use words phrases  clauses  link  major sections   text create cohesion  clarify  relationships  claims  reasons  reasons  evidence   claims  counterclaims
ELA - Common Core," 9, 10",16641,WHST.9-10.1.d,establish  maintain  formal style  objective tone  attending   norms  conventions   discipline     writing,establish  maintain  formal style  objective tone  attending   norms  conventions   discipline     writing
ELA - Common Core," 9, 10",16642,WHST.9-10.1.e,provide  concluding statement  section  follows   supports  argument presented,provide  concluding statement  section  follows   supports  argument presented
ELA - Common Core," 9, 10",16643,WHST.9-10.2,write informativeexplanatory texts including  narration  historical events scientific procedures experiments  technical processes,write informativeexplanatory texts including  narration  historical events scientific procedures experiments  technical processes
ELA - Common Core," 9, 10",16644,WHST.9-10.2.a,introduce  topic  organize ideas concepts  information  make important connections  distinctions include formatting graphics  multimedia  useful  aiding comprehension,introduce  topic  organize ideas concepts  information  make important connections  distinctions include formatting graphics  multimedia  useful  aiding comprehension
ELA - Common Core," 9, 10",16645,WHST.9-10.2.b,develop  topic  wellchosen relevant  sufficient facts extended definitions concrete details quotations   information  examples appropriate   audiences knowledge   topic,develop  topic  wellchosen relevant  sufficient facts extended definitions concrete details quotations   information  examples appropriate   audiences knowledge   topic
ELA - Common Core," 9, 10",16646,WHST.9-10.2.c,use varied transitions  sentence structures  link  major sections   text create cohesion  clarify  relationships among ideas  concepts,use varied transitions  sentence structures  link  major sections   text create cohesion  clarify  relationships among ideas  concepts
ELA - Common Core," 9, 10",16647,WHST.9-10.2.d,use precise language  domainspecific vocabulary  manage  complexity   topic  convey  style appropriate   discipline  context  well    expertise  likely readers,use precise language  domainspecific vocabulary  manage  complexity   topic  convey  style appropriate   discipline  context  well    expertise  likely readers
ELA - Common Core," 9, 10",16648,WHST.9-10.2.e,establish  maintain  formal style  objective tone  attending   norms  conventions   discipline     writing,establish  maintain  formal style  objective tone  attending   norms  conventions   discipline     writing
ELA - Common Core," 9, 10",16649,WHST.9-10.2.f,provide  concluding statement  section  follows   supports  information  explanation presented,provide  concluding statement  section  follows   supports  information  explanation presented
ELA - Common Core," 9, 10",16688,WHST.9-10.4,produce clear  coherent writing    development organization  style  appropriate  task purpose  audience,produce clear  coherent writing    development organization  style  appropriate  task purpose  audience
ELA - Common Core," 9, 10",16689,WHST.9-10.5,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach focusing  addressing    significant   specific purpose  audience,develop  strengthen writing  needed  planning revising editing rewriting  trying  new approach focusing  addressing    significant   specific purpose  audience
ELA - Common Core," 9, 10",16692,WHST.9-10.6,use technology including  internet  produce publish  update individual  shared writing products taking advantage  technologys capacity  link   information   display information flexibly  dynamically,use technology including  internet  produce publish  update individual  shared writing products taking advantage  technologys capacity  link   information   display information flexibly  dynamically
ELA - Common Core," 9, 10",16699,WHST.9-10.7,conduct short  well   sustained research projects  answer  question including  selfgenerated question  solve  problem narrow  broaden  inquiry  appropriate synthesize multiple sources   subject demonstrating understanding   subject  investigation,conduct short  well   sustained research projects  answer  question including  selfgenerated question  solve  problem narrow  broaden  inquiry  appropriate synthesize multiple sources   subject demonstrating understanding   subject  investigation
ELA - Common Core," 9, 10",16700,WHST.9-10.8,gather relevant information  multiple authoritative print  digital sources using advanced searches effectively assess  usefulness   source  answering  research question integrate information   text selectively  maintain  flow  ideas avoiding plagiarism  following  standard format  citation,gather relevant information  multiple authoritative print  digital sources using advanced searches effectively assess  usefulness   source  answering  research question integrate information   text selectively  maintain  flow  ideas avoiding plagiarism  following  standard format  citation
ELA - Common Core," 9, 10",16701,WHST.9-10.9,draw evidence  informational texts  support analysis reflection  research,draw evidence  informational texts  support analysis reflection  research
ELA - Common Core," 9, 10",16706,WHST.9-10.10,write routinely  extended time frames time  reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences,write routinely  extended time frames time  reflection  revision  shorter time frames  single sitting   day  two   range  disciplinespecific tasks purposes  audiences
ELA - Common Core," 9, 10",16789,SL.9-10.1,initiate  participate effectively   range  collaborative discussions oneone  groups  teacherled  diverse partners  grades 910 topics texts  issues building  others ideas  expressing   clearly  persuasively,initiate  participate effectively   range  collaborative discussions oneone  groups  teacherled  diverse partners  grades 910 topics texts  issues building  others ideas  expressing   clearly  persuasively
ELA - Common Core," 9, 10",16790,SL.9-10.1.a,come  discussions prepared  read  researched material  study explicitly draw   preparation  referring  evidence  texts   research   topic  issue  stimulate  thoughtful wellreasoned exchange  ideas,come  discussions prepared  read  researched material  study explicitly draw   preparation  referring  evidence  texts   research   topic  issue  stimulate  thoughtful wellreasoned exchange  ideas
ELA - Common Core," 9, 10",16791,SL.9-10.1.b,work  peers  set rules  collegial discussions  decisionmaking clear goals  deadlines  individual roles  needed,work  peers  set rules  collegial discussions  decisionmaking clear goals  deadlines  individual roles  needed
ELA - Common Core," 9, 10",16792,SL.9-10.1.c,propel conversations  posing  responding  questions  relate  current discussion  broader themes  larger ideas actively incorporate others   discussion  clarify verify  challenge ideas  conclusions,propel conversations  posing  responding  questions  relate  current discussion  broader themes  larger ideas actively incorporate others   discussion  clarify verify  challenge ideas  conclusions
ELA - Common Core," 9, 10",16793,SL.9-10.1.d,respond thoughtfully  diverse perspectives summarize points  agreement  disagreement   warranted qualify  justify   views  understanding  make new connections  light   evidence  reasoning presented,respond thoughtfully  diverse perspectives summarize points  agreement  disagreement   warranted qualify  justify   views  understanding  make new connections  light   evidence  reasoning presented
ELA - Common Core," 9, 10",16794,SL.9-10.2,integrate multiple sources  information presented  diverse media  formats evaluating  credibility  accuracy   source,integrate multiple sources  information presented  diverse media  formats evaluating  credibility  accuracy   source
ELA - Common Core," 9, 10",16795,SL.9-10.3,evaluate  speakers point  view reasoning  use  evidence  rhetoric identifying  fallacious reasoning  exaggerated  distorted evidence,evaluate  speakers point  view reasoning  use  evidence  rhetoric identifying  fallacious reasoning  exaggerated  distorted evidence
ELA - Common Core," 9, 10",16844,SL.9-10.4,present information findings  supporting evidence clearly concisely  logically   listeners can follow  line  reasoning   organization development substance  style  appropriate  purpose audience  task,present information findings  supporting evidence clearly concisely  logically   listeners can follow  line  reasoning   organization development substance  style  appropriate  purpose audience  task
ELA - Common Core," 9, 10",16845,SL.9-10.5,make strategic use  digital media  presentations  enhance understanding  findings reasoning  evidence   add interest,make strategic use  digital media  presentations  enhance understanding  findings reasoning  evidence   add interest
ELA - Common Core," 9, 10",16846,SL.9-10.6,adapt speech   variety  contexts  tasks demonstrating command  formal english  indicated  appropriate,adapt speech   variety  contexts  tasks demonstrating command  formal english  indicated  appropriate
ELA - Common Core," 9, 10",16961,L.9-10.1,demonstrate command   conventions  standard english grammar  usage  writing  speaking,demonstrate command   conventions  standard english grammar  usage  writing  speaking
ELA - Common Core," 9, 10",16962,L.9-10.1.a,use parallel structure,use parallel structure
ELA - Common Core," 9, 10",16963,L.9-10.1.b,use various types  phrases noun verb adjectival adverbial participial prepositional absolute  clauses independent dependent noun relative adverbial  convey specific meanings  add variety  interest  writing  presentations,use various types  phrases noun verb adjectival adverbial participial prepositional absolute  clauses independent dependent noun relative adverbial  convey specific meanings  add variety  interest  writing  presentations
ELA - Common Core," 9, 10",16964,L.9-10.2,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing
ELA - Common Core," 9, 10",16965,L.9-10.2.a,use  semicolon  perhaps  conjunctive adverb  link two   closely related independent clauses,use  semicolon  perhaps  conjunctive adverb  link two   closely related independent clauses
ELA - Common Core," 9, 10",16966,L.9-10.2.b,use  colon  introduce  list  quotation,use  colon  introduce  list  quotation
ELA - Common Core," 9, 10",16967,L.9-10.2.c,spell correctly,spell correctly
ELA - Common Core," 9, 10",17006,L.9-10.3,apply knowledge  language  understand  language functions  different contexts  make effective choices  meaning  style   comprehend  fully  reading  listening,apply knowledge  language  understand  language functions  different contexts  make effective choices  meaning  style   comprehend  fully  reading  listening
ELA - Common Core," 9, 10",17007,L.9-10.3.a,write  edit work    conforms   guidelines   style manual appropriate   discipline  writing type,write  edit work    conforms   guidelines   style manual appropriate   discipline  writing type
ELA - Common Core," 9, 10",17101,L.9-10.4,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  grades 910 reading  content choosing flexibly   range  strategies,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  grades 910 reading  content choosing flexibly   range  strategies
ELA - Common Core," 9, 10",17102,L.9-10.4.a,use context   clue   meaning   word  phrase,use context   clue   meaning   word  phrase
ELA - Common Core," 9, 10",17103,L.9-10.4.b,identify  correctly use patterns  word changes  indicate different meanings  parts  speech,identify  correctly use patterns  word changes  indicate different meanings  parts  speech
ELA - Common Core," 9, 10",17104,L.9-10.4.c,consult general  specialized reference materials  print  digital  find  pronunciation   word  determine  clarify  precise meaning  part  speech   etymology,consult general  specialized reference materials  print  digital  find  pronunciation   word  determine  clarify  precise meaning  part  speech   etymology
ELA - Common Core," 9, 10",17105,L.9-10.4.d,verify  preliminary determination   meaning   word  phrase,verify  preliminary determination   meaning   word  phrase
ELA - Common Core," 9, 10",17106,L.9-10.5,demonstrate understanding  figurative language word relationships  nuances  word meanings,demonstrate understanding  figurative language word relationships  nuances  word meanings
ELA - Common Core," 9, 10",17107,L.9-10.5.a,interpret figures  speech  context  analyze  role   text,interpret figures  speech  context  analyze  role   text
ELA - Common Core," 9, 10",17108,L.9-10.5.b,analyze nuances   meaning  words  similar denotations,analyze nuances   meaning  words  similar denotations
ELA - Common Core," 9, 10",17109,L.9-10.6,acquire  use accurately general academic  domainspecific words  phrases sufficient  reading writing speaking  listening   college  career readiness level demonstrate independence  gathering vocabulary knowledge  considering  word  phrase important  comprehension  expression,acquire  use accurately general academic  domainspecific words  phrases sufficient  reading writing speaking  listening   college  career readiness level demonstrate independence  gathering vocabulary knowledge  considering  word  phrase important  comprehension  expression
ELA - Common Core,Kindergarten,15880,RL.K.1, prompting  support ask  answer questions  key details   text, prompting  support ask  answer questions  key details   text
ELA - Common Core,Kindergarten,15881,RL.K.2, prompting  support retell familiar stories including key details, prompting  support retell familiar stories including key details
ELA - Common Core,Kindergarten,15882,RL.K.3, prompting  support identify characters settings  major events   story, prompting  support identify characters settings  major events   story
ELA - Common Core,Kindergarten,15919,RL.K.4,ask  answer questions  unknown words   text,ask  answer questions  unknown words   text
ELA - Common Core,Kindergarten,15920,RL.K.5,recognize common types  texts,recognize common types  texts
ELA - Common Core,Kindergarten,15921,RL.K.6, prompting  support name  author  illustrator   story  define  role    telling  story, prompting  support name  author  illustrator   story  define  role    telling  story
ELA - Common Core,Kindergarten,15958,RL.K.7, prompting  support describe  relationship  illustrations   story    appear, prompting  support describe  relationship  illustrations   story    appear
ELA - Common Core,Kindergarten,15959,RL.K.9, prompting  support compare  contrast  adventures  experiences  characters  familiar stories, prompting  support compare  contrast  adventures  experiences  characters  familiar stories
ELA - Common Core,Kindergarten,15984,RL.K.10,actively engage  group reading activities  purpose  understanding,actively engage  group reading activities  purpose  understanding
ELA - Common Core,Kindergarten,15998,RI.K.1, prompting  support ask  answer questions  key details   text, prompting  support ask  answer questions  key details   text
ELA - Common Core,Kindergarten,15999,RI.K.2, prompting  support identify  main topic  retell key details   text, prompting  support identify  main topic  retell key details   text
ELA - Common Core,Kindergarten,16000,RI.K.3, prompting  support describe  connection  two individuals events ideas  pieces  information   text, prompting  support describe  connection  two individuals events ideas  pieces  information   text
ELA - Common Core,Kindergarten,16037,RI.K.4, prompting  support ask  answer questions  unknown words   text, prompting  support ask  answer questions  unknown words   text
ELA - Common Core,Kindergarten,16038,RI.K.5,identify  front cover back cover  title page   book,identify  front cover back cover  title page   book
ELA - Common Core,Kindergarten,16039,RI.K.6,name  author  illustrator   text  define  role    presenting  ideas  information   text,name  author  illustrator   text  define  role    presenting  ideas  information   text
ELA - Common Core,Kindergarten,16076,RI.K.7, prompting  support describe  relationship  illustrations   text    appear, prompting  support describe  relationship  illustrations   text    appear
ELA - Common Core,Kindergarten,16077,RI.K.8, prompting  support identify  reasons  author gives  support points   text, prompting  support identify  reasons  author gives  support points   text
ELA - Common Core,Kindergarten,16078,RI.K.9, prompting  support identify basic similarities   differences  two texts    topic, prompting  support identify basic similarities   differences  two texts    topic
ELA - Common Core,Kindergarten,16115,RI.K.10,actively engage  group reading activities  purpose  understanding,actively engage  group reading activities  purpose  understanding
ELA - Common Core,Kindergarten,16129,RF.K.1,demonstrate understanding   organization  basic features  print,demonstrate understanding   organization  basic features  print
ELA - Common Core,Kindergarten,16130,RF.K.1.a,follow words  left  right top  bottom  page  page,follow words  left  right top  bottom  page  page
ELA - Common Core,Kindergarten,16131,RF.K.1.b,recognize  spoken words  represented  written language  specific sequences  letters,recognize  spoken words  represented  written language  specific sequences  letters
ELA - Common Core,Kindergarten,16132,RF.K.1.c,understand  words  separated  spaces  print,understand  words  separated  spaces  print
ELA - Common Core,Kindergarten,16133,RF.K.1.d,recognize  name  upper  lowercase letters   alphabet,recognize  name  upper  lowercase letters   alphabet
ELA - Common Core,Kindergarten,16136,RF.K.2,demonstrate understanding  spoken words syllables  sounds phonemes,demonstrate understanding  spoken words syllables  sounds phonemes
ELA - Common Core,Kindergarten,16137,RF.K.2.a,recognize  produce rhyming words,recognize  produce rhyming words
ELA - Common Core,Kindergarten,16138,RF.K.2.b,count pronounce blend  segment syllables  spoken words,count pronounce blend  segment syllables  spoken words
ELA - Common Core,Kindergarten,16139,RF.K.2.c,blend  segment onsets  rimes  singlesyllable spoken words,blend  segment onsets  rimes  singlesyllable spoken words
ELA - Common Core,Kindergarten,16140,RF.K.2.d,isolate  pronounce  initial medial vowel  final sounds phonemes  threephoneme consonentvowelconsonent  cvc words    include cvcs ending  l r  x,isolate  pronounce  initial medial vowel  final sounds phonemes  threephoneme consonentvowelconsonent  cvc words    include cvcs ending  l r  x
ELA - Common Core,Kindergarten,16141,RF.K.2.e,add  substitute individual sounds phonemes  simple onesyllable words  make new words,add  substitute individual sounds phonemes  simple onesyllable words  make new words
ELA - Common Core,Kindergarten,16147,RF.K.3,know  apply gradelevel phonics  word analysis skills  decoding words,know  apply gradelevel phonics  word analysis skills  decoding words
ELA - Common Core,Kindergarten,16148,RF.K.3.a,demonstrate basic knowledge  oneone lettersound correspondences  producing  primary  many    frequent sound   consonant,demonstrate basic knowledge  oneone lettersound correspondences  producing  primary  many    frequent sound   consonant
ELA - Common Core,Kindergarten,16149,RF.K.3.b,associate  long  short sounds  common spellings graphemes   five major vowels,associate  long  short sounds  common spellings graphemes   five major vowels
ELA - Common Core,Kindergarten,16150,RF.K.3.c,read common highfrequency words  sight,read common highfrequency words  sight
ELA - Common Core,Kindergarten,16151,RF.K.3.d,distinguish  similarly spelled words  identifying  sounds   letters  differ,distinguish  similarly spelled words  identifying  sounds   letters  differ
ELA - Common Core,Kindergarten,16176,RF.K.4,read emergentreader texts  purpose  understanding,read emergentreader texts  purpose  understanding
ELA - Common Core,Kindergarten,16320,W.K.1,use  combination  drawing dictating  writing  compose opinion pieces    tell  reader  topic   name   book   writing   state  opinion  preference   topic  book,use  combination  drawing dictating  writing  compose opinion pieces    tell  reader  topic   name   book   writing   state  opinion  preference   topic  book
ELA - Common Core,Kindergarten,16321,W.K.2,use  combination  drawing dictating  writing  compose informativeexplanatory texts    name    writing   supply  information   topic,use  combination  drawing dictating  writing  compose informativeexplanatory texts    name    writing   supply  information   topic
ELA - Common Core,Kindergarten,16322,W.K.3,use  combination  drawing dictating  writing  narrate  single event  several loosely linked events tell   events   order    occurred  provide  reaction   happened,use  combination  drawing dictating  writing  narrate  single event  several loosely linked events tell   events   order    occurred  provide  reaction   happened
ELA - Common Core,Kindergarten,16511,W.K.5, guidance  support  adults respond  questions  suggestions  peers  add details  strengthen writing  needed, guidance  support  adults respond  questions  suggestions  peers  add details  strengthen writing  needed
ELA - Common Core,Kindergarten,16512,W.K.6, guidance  support  adults explore  variety  digital tools  produce  publish writing including  collaboration  peers, guidance  support  adults explore  variety  digital tools  produce  publish writing including  collaboration  peers
ELA - Common Core,Kindergarten,16547,W.K.7,participate  shared research  writing projects,participate  shared research  writing projects
ELA - Common Core,Kindergarten,16548,W.K.8, guidance  support  adults recall information  experiences  gather information  provided sources  answer  question, guidance  support  adults recall information  experiences  gather information  provided sources  answer  question
ELA - Common Core,Kindergarten,16730,SL.K.1,participate  collaborative conversations  diverse partners  kindergarten topics  texts  peers  adults  small  larger groups,participate  collaborative conversations  diverse partners  kindergarten topics  texts  peers  adults  small  larger groups
ELA - Common Core,Kindergarten,16731,SL.K.1.a,follow agreedupon rules  discussions,follow agreedupon rules  discussions
ELA - Common Core,Kindergarten,16732,SL.K.1.b,continue  conversation  multiple exchanges,continue  conversation  multiple exchanges
ELA - Common Core,Kindergarten,16733,SL.K.2,confirm understanding   text read aloud  information presented orally    media  asking  answering questions  key details  requesting clarification  something   understood,confirm understanding   text read aloud  information presented orally    media  asking  answering questions  key details  requesting clarification  something   understood
ELA - Common Core,Kindergarten,16734,SL.K.3,ask  answer questions  order  seek help get information  clarify something    understood,ask  answer questions  order  seek help get information  clarify something    understood
ELA - Common Core,Kindergarten,16817,SL.K.4,describe familiar people places things  events   prompting  support provide additional detail,describe familiar people places things  events   prompting  support provide additional detail
ELA - Common Core,Kindergarten,16818,SL.K.5,add drawings   visual displays  descriptions  desired  provide additional detail,add drawings   visual displays  descriptions  desired  provide additional detail
ELA - Common Core,Kindergarten,16819,SL.K.6,speak audibly  express thoughts feelings  ideas clearly,speak audibly  express thoughts feelings  ideas clearly
ELA - Common Core,Kindergarten,16851,L.K.1,demonstrate command   conventions  standard english grammar  usage  writing  speaking,demonstrate command   conventions  standard english grammar  usage  writing  speaking
ELA - Common Core,Kindergarten,16852,L.K.1.a,print many upper  lowercase letters,print many upper  lowercase letters
ELA - Common Core,Kindergarten,16853,L.K.1.b,use frequently occurring nouns  verbs,use frequently occurring nouns  verbs
ELA - Common Core,Kindergarten,16854,L.K.1.c,form regular plural nouns orally  adding s  es,form regular plural nouns orally  adding s  es
ELA - Common Core,Kindergarten,16855,L.K.1.d,understand  use question words interrogatives,understand  use question words interrogatives
ELA - Common Core,Kindergarten,16856,L.K.1.e,use   frequently occurring prepositions,use   frequently occurring prepositions
ELA - Common Core,Kindergarten,16857,L.K.1.f,produce  expand complete sentences  shared language activities,produce  expand complete sentences  shared language activities
ELA - Common Core,Kindergarten,16858,L.K.2,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing,demonstrate command   conventions  standard english capitalization punctuation  spelling  writing
ELA - Common Core,Kindergarten,16859,L.K.2.a,capitalize  first word   sentence   pronoun ,capitalize  first word   sentence   pronoun 
ELA - Common Core,Kindergarten,16860,L.K.2.b,recognize  name end punctuation,recognize  name end punctuation
ELA - Common Core,Kindergarten,16861,L.K.2.c,write  letter  letters   consonant  shortvowel sounds phonemes,write  letter  letters   consonant  shortvowel sounds phonemes
ELA - Common Core,Kindergarten,16862,L.K.2.d,spell simple words phonetically drawing  knowledge  soundletter relationships,spell simple words phonetically drawing  knowledge  soundletter relationships
ELA - Common Core,Kindergarten,17014,L.K.4,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  kindergarten reading  content,determine  clarify  meaning  unknown  multiplemeaning words  phrases based  kindergarten reading  content
ELA - Common Core,Kindergarten,17015,L.K.4.a,identify new meanings  familiar words  apply  accurately,identify new meanings  familiar words  apply  accurately
ELA - Common Core,Kindergarten,17016,L.K.4.b,use   frequently occurring inflections  affixes   clue   meaning   unknown word,use   frequently occurring inflections  affixes   clue   meaning   unknown word
ELA - Common Core,Kindergarten,17017,L.K.5, guidance  support  adults explore word relationships  nuances  word meanings, guidance  support  adults explore word relationships  nuances  word meanings
ELA - Common Core,Kindergarten,17018,L.K.5.a,sort common objects  categories  gain  sense   concepts  categories represent,sort common objects  categories  gain  sense   concepts  categories represent
ELA - Common Core,Kindergarten,17019,L.K.5.b,demonstrate understanding  frequently occurring verbs  adjectives  relating    opposites antonyms,demonstrate understanding  frequently occurring verbs  adjectives  relating    opposites antonyms
ELA - Common Core,Kindergarten,17020,L.K.5.c,identify reallife connections  words   use,identify reallife connections  words   use
ELA - Common Core,Kindergarten,17021,L.K.5.d,distinguish shades  meaning among verbs describing   general action  acting   meanings,distinguish shades  meaning among verbs describing   general action  acting   meanings
ELA - Common Core,Kindergarten,17022,L.K.6,use words  phrases acquired  conversations reading   read   responding  texts,use words  phrases acquired  conversations reading   read   responding  texts
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5",16128,RF,reading foundational skil,reading foundational skil
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",15879,RL,reading literatur,reading literatur
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",15997,RI,reading informational text,reading informational text
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",16319,W,write,write
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",16729,SL,speaking listen,speaking listen
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",16850,L,languag,languag
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17714,CCRA.R,college  career readiness anchor standards  read,college  career readiness anchor standards  read
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17715,CCRA.R.1,read closely  determine   text says explicitly   make logical inferences   cite specific textual evidence  writing  speaking  support conclusions drawn   text,read closely  determine   text says explicitly   make logical inferences   cite specific textual evidence  writing  speaking  support conclusions drawn   text
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17716,CCRA.R.2,determine central ideas  themes   text  analyze  development summarize  key supporting details  ideas,determine central ideas  themes   text  analyze  development summarize  key supporting details  ideas
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17717,CCRA.R.3,analyze    individuals events  ideas develop  interact   course   text,analyze    individuals events  ideas develop  interact   course   text
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17718,CCRA.R.4,interpret words  phrases    used   text including determining technical connotative  figurative meanings  analyze  specific word choices shape meaning  tone,interpret words  phrases    used   text including determining technical connotative  figurative meanings  analyze  specific word choices shape meaning  tone
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17719,CCRA.R.5,analyze  structure  texts including  specific sentences paragraphs  larger portions   text relate      whole,analyze  structure  texts including  specific sentences paragraphs  larger portions   text relate      whole
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17720,CCRA.R.6,assess  point  view  purpose shapes  content  style   text,assess  point  view  purpose shapes  content  style   text
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17721,CCRA.R.7,integrate  evaluate content presented  diverse media  formats including visually  quantitatively  well   words1,integrate  evaluate content presented  diverse media  formats including visually  quantitatively  well   words1
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17722,CCRA.R.8,delineate  evaluate  argument  specific claims   text including  validity   reasoning  well   relevance  sufficiency   evidence,delineate  evaluate  argument  specific claims   text including  validity   reasoning  well   relevance  sufficiency   evidence
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17723,CCRA.R.9,analyze  two   texts address similar themes  topics  order  build knowledge   compare  approaches  authors take,analyze  two   texts address similar themes  topics  order  build knowledge   compare  approaches  authors take
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17724,CCRA.R.10,read  comprehend complex literary  informational texts independently  proficiently,read  comprehend complex literary  informational texts independently  proficiently
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17725,CCRA.W,college  career readiness anchor standards  writ,college  career readiness anchor standards  writ
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17726,CCRA.W.1,write arguments  support claims   analysis  substantive topics  texts using valid reasoning  relevant  sufficient evidence,write arguments  support claims   analysis  substantive topics  texts using valid reasoning  relevant  sufficient evidence
ELA - Common Core,"Kindergarten, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",17727,CCRA.W.2,write informativeexplanatory texts  examine  convey complex ideas  information clearly  accurately   effective selection organization  analysis  content,write informativeexplanatory texts  examine  convey complex ideas  information clearly  accurately   effective selection organization  analysis  content
